Date,Open,High,Low,Close,Adj Close,Volume
2020-02-17,12247.2002,12271.7002,12143.5,12152,12152,0
2020-02-18,12133.59961,12134.4502,12009.54981,12098.90039,12098.90039,15241200
2020-02-19,12197.90039,12256.2002,12155.25,12248.2002,12248.2002,17176500
2020-02-20,12242.25,12288.90039,12202.75,12211.29981,12211.29981,17242600
2020-02-24,12140.4502,12140.4502,11939.54981,11957,11957,13946100
2020-02-25,12007.29981,12018.4502,11900.59961,11917.29981,11917.29981,12778400
2020-02-26,11859.09961,11902.15039,11756.65039,11790.09961,11790.09961,11037100
2020-02-27,11773.9502,11776.09961,11646.04981,11746.84961,11746.84961,12434900
2020-02-28,11495.59961,11497.90039,11288.40039,11316.29981,11316.29981,15459600
2020-03-02,11500.84961,11560.15039,11153.65039,11251.54981,11251.54981,12491400
2020-03-03,11337.4502,11471.09961,11279.54981,11430.84961,11430.84961,12790000
2020-03-04,11481.54981,11485.5,11205.9502,11372.84961,11372.84961,12745300
2020-03-05,11430.09961,11515.54981,11371.5,11397.90039,11397.90039,19540400
2020-03-06,11061.84961,11163,10957.40039,11119.65039,11119.65039,23935700
2020-03-09,10877.5,10886.29981,10442.15039,10583.04981,10583.04981,25474600
2020-03-11,10476.65039,10673.25,10475.09961,10578,10578,22265800
2020-03-12,10160.04981,10160.75,9614.549805,9693.950195,9693.950195,25312200
2020-03-13,9177.299805,10248,8642.200195,10050.25,10050.25,32106900
2020-03-16,9684.799805,9728.099609,9281.75,9316.950195,9316.950195,25099600
2020-03-17,9395.099609,9531.950195,9056.349609,9105.400391,9105.400391,19167300
2020-03-18,9228.799805,9265.299805,8552.25,8607.950195,8607.950195,41132400
2020-03-19,8198.200195,8703.849609,7964.399902,8388.700195,8388.700195,19648400
2020-03-20,8417.549805,8995.349609,8305,8852.049805,8852.049805,20040800
2020-03-23,8057.350098,8272.349609,7694.200195,7719.100098,7719.100098,12283400
2020-03-24,7942.25,8133.899902,7624.850098,7897.399902,7897.399902,13175900
2020-03-25,7827.5,8442.799805,7815,8388.200195,8388.200195,11569400
2020-03-26,8523.099609,8832.25,8382.849609,8732.099609,8732.099609,14235800
2020-03-27,9032.450195,9135.849609,8614.349609,8747.049805,8747.049805,13094800
2020-03-30,8487.150391,8683.150391,8368.799805,8405.299805,8405.299805,8925900
2020-03-31,8652.650391,8805.950195,8483.400391,8731.150391,8731.150391,11070400
2020-04-01,8722.099609,8725.700195,8351.75,8404.150391,8404.150391,9097700
2020-04-03,8497.75,8497.75,8213.25,8240.200195,8240.200195,11352200
2020-04-07,8595.700195,8958.950195,8508.150391,8934.599609,8934.599609,12782400
2020-04-08,8842.599609,9288.349609,8806.849609,8921.299805,8921.299805,14508300
2020-04-09,9144.099609,9300.049805,9088,9282.849609,9282.849609,11876600
2020-04-13,9276.200195,9282.950195,9080.200195,9177.700195,9177.700195,17382500
2020-04-15,9366.099609,9449.349609,9072.900391,9128.25,9128.25,19553300
2020-04-16,9057.549805,9258.049805,9020.549805,9197.099609,9197.099609,14697600
2020-04-17,9523.150391,9523.599609,9283.549805,9453.5,9453.5,16825200
2020-04-20,9573.75,9574.200195,9416.849609,9442.599609,9442.599609,13846400
2020-04-21,9202.900391,9237.400391,9107.900391,9175.650391,9175.650391,12297300
2020-04-22,9215.549805,9388.299805,9130.849609,9372.299805,9372.299805,14735900
2020-04-23,9419,9521.549805,9365.599609,9486.700195,9486.700195,15979200
2020-04-24,9340.799805,9463.450195,9312.150391,9323.700195,9323.700195,12322300
2020-04-27,9427.75,9544.200195,9419.200195,9462.150391,9462.150391,10229200
2020-04-28,9570.599609,9582.400391,9434.150391,9545.049805,9545.049805,11672900
2020-04-29,9576.75,9754.150391,9561.5,9710.700195,9710.700195,13833300
2020-04-30,9906.049805,10031.9502,9883.549805,10006.90039,10006.90039,16438000
2020-05-04,9682.650391,9683.25,9430.349609,9454.049805,9454.049805,14240600
2020-05-05,9591.700195,9615.799805,9344.549805,9358.900391,9358.900391,12200000
2020-05-06,9379.349609,9489.25,9266.099609,9428.549805,9428.549805,14553900
2020-05-07,9394.25,9437.799805,9335.5,9351.450195,9351.450195,10767100
2020-05-08,9522.650391,9528.349609,9395.450195,9408.650391,9408.650391,0
2020-05-11,9505.950195,9596.799805,9393.450195,9411.700195,9411.700195,19170000
2020-05-12,9343.599609,9415.049805,9218.450195,9372.25,9372.25,16488200
2020-05-13,9752.349609,9752.450195,9518.799805,9552.650391,9552.650391,17100700
2020-05-14,9396.849609,9465.849609,9310.049805,9333.099609,9333.099609,11709500
2020-05-15,9371.900391,9372.049805,9240.950195,9320.599609,9320.599609,10803400
2020-05-18,9339.900391,9340,8988.950195,9004.400391,9004.400391,14417500
2020-05-19,9140.950195,9209.25,9036.049805,9060.150391,9060.150391,19156100
2020-05-20,9069.700195,9276.599609,9055.200195,9249.150391,9249.150391,13588400
2020-05-21,9265.75,9366.75,9243.799805,9299.799805,9299.799805,13350700
2020-05-22,9263.25,9344.049805,9165.450195,9226.799805,9226.799805,13186000
2020-05-26,9284.349609,9341.400391,9187.799805,9219.599609,9219.599609,11419400
2020-05-27,9267.75,9488.349609,9186.700195,9471.599609,9471.599609,12346400
2020-05-28,9519.700195,9669.049805,9492.75,9648.200195,9648.200195,17012800
2020-05-29,9584.049805,9777.099609,9542.549805,9759.450195,9759.450195,39474900
2020-06-01,9900.700195,10093.15039,9882.700195,9996.400391,9996.400391,17918200
2020-06-02,10051.2002,10153.84961,9998.400391,10139.75,10139.75,21387800
2020-06-03,10266.90039,10336.65039,10194.04981,10220.25,10220.25,22155100
2020-06-04,10219.75,10293.34961,10108.5,10198,10198,21089800
2020-06-05,10265.7002,10357.5,10213.84961,10324.15039,10324.15039,32703300
2020-06-08,10506.25,10506.29981,10298.65039,10346.7002,10346.7002,34714300
2020-06-09,10367.75,10472.79981,10202.7002,10231.25,10231.25,27883300
2020-06-10,10255.4502,10322.09961,10211.54981,10291.7002,10291.7002,21448400
2020-06-11,10271.65039,10297.9502,10066.59961,10082.09961,10082.09961,33711400
2020-06-12,9720.549805,10180.79981,9719.650391,10158.29981,10158.29981,26764100
2020-06-15,10113.40039,10141.15039,9924.099609,10005.79981,10005.79981,0
2020-06-16,10200.4502,10230.59961,9917.400391,10097.34961,10097.34961,0
2020-06-17,10060.15039,10186.15039,10020.9502,10069.75,10069.75,0
2020-06-18,10051.4502,10276.90039,10033.15039,10258.15039,10258.15039,0
2020-06-19,10289,10434.59961,10246.75,10407.75,10407.75,0
2020-06-22,10487.2002,10568.75,10453.09961,10494.34961,10494.34961,23679500
2020-06-23,10534.9502,10674.40039,10491.5,10660.79981,10660.79981,15657200
2020-06-24,10724.9502,10753.59961,10474.54981,10499.90039,10499.90039,19234100
2020-06-25,10431.04981,10558.4502,10392.7002,10486.54981,10486.54981,20590500
2020-06-26,10577.34961,10607.04981,10505.2002,10570.9502,10570.9502,21057600
2020-06-29,10506.7002,10520.9502,10414.5,10496.84961,10496.84961,7494400
2020-06-30,10566.79981,10587.09961,10452.5,10486.90039,10486.90039,7490100
2020-07-01,10511.90039,10615.15039,10482.34961,10598.90039,10598.90039,7810600
2020-07-02,10656.4502,10757.79981,10650.29981,10716.09961,10716.09961,8435900
2020-07-03,10780.65039,10797.09961,10732.4502,10776.29981,10776.29981,7882100
2020-07-06,10887.79981,10963.79981,10859.25,10919.25,10919.25,7806900
2020-07-07,10958.5,10972.65039,10847.29981,10958,10958,9025100
2020-07-08,10979.40039,11006.84961,10842.54981,10870.9502,10870.9502,11147000
2020-07-09,10918.84961,10984.59961,10898.84961,10962.7002,10962.7002,8332100
2020-07-10,10918.5,10975.79981,10868.75,10919.7002,10919.7002,8597600
2020-07-13,11001.04981,11036.04981,10902.4502,10953.75,10953.75,7430100
2020-07-14,10906.25,10911,10725.7002,10768.59961,10768.59961,7429200
2020-07-15,10859.29981,10974.40039,10730.79981,10769.59961,10769.59961,9027300
2020-07-16,10852.29981,10893.79981,10734.40039,10879.90039,10879.90039,8567200
2020-07-17,10895.5,11074.79981,10893.15039,11045.84961,11045.84961,8691500
2020-07-20,11138.5,11174.34961,11094.04981,11159.4502,11159.4502,7220900
2020-07-21,11261.29981,11300.90039,11244.65039,11283.90039,11283.90039,9943400
2020-07-22,11348.9502,11355,11173.9502,11249.4502,11249.4502,9725300
2020-07-23,11255.59961,11356.15039,11225.4502,11334.29981,11334.29981,7892500
2020-07-24,11270.79981,11326.9502,11202.2002,11297.75,11297.75,8515500
2020-07-27,11328.90039,11328.90039,11188.25,11231.29981,11231.29981,7780000
2020-07-28,11255.04981,11404.5,11253.15039,11388.40039,11388.40039,8586900
2020-07-29,11369.54981,11428.15039,11258.79981,11310.84961,11310.84961,8001700
2020-07-30,11361.9502,11403.9502,11207.90039,11231.29981,11231.29981,8960400
2020-07-31,11269.25,11286.2002,11177.09961,11222.9502,11222.9502,8575500
2020-08-03,11208.54981,11208.9502,11046.9502,11056,11056,9824000
2020-08-04,11113.65039,11258.84961,11074.04981,11244.09961,11244.09961,0
2020-08-05,11304.40039,11368.40039,11213.25,11248.40039,11248.40039,8680100
2020-08-06,11329.5,11396.15039,11278.15039,11345.4502,11345.4502,8256600
2020-08-07,11337.2002,11377.15039,11297.15039,11361.40039,11361.40039,6809200
2020-08-10,11426.29981,11491.9502,11401.54981,11433,11433,7469800
2020-08-11,11486.15039,11531.5,11455.9502,11471.25,11471.25,8583900
2020-08-12,11441.04981,11470.90039,11389.7002,11458.25,11458.25,9549800
2020-08-13,11488.09961,11512.65039,11429.25,11458.90039,11458.90039,8147300
2020-08-14,11511.40039,11525.9502,11269.40039,11337.54981,11337.54981,9131300
2020-08-17,11411.2002,11422.7002,11296.84961,11402.84961,11402.84961,8322400
2020-08-18,11419.2002,11556.84961,11412.84961,11541.9502,11541.9502,0
2020-08-19,11608.90039,11618.54981,11550.9502,11564.5,11564.5,0
2020-08-20,11478.5,11524.65039,11451.5,11479,11479,0
2020-08-21,11581.25,11589.25,11526.04981,11535.79981,11535.79981,0
2020-08-24,11579.9502,11648.5,11578.5,11619.15039,11619.15039,0
2020-08-25,11668.9502,11681.54981,11575.65039,11625.59961,11625.59961,0
2020-08-26,11668.59961,11705.59961,11611.4502,11694.34961,11694.34961,0
2020-08-27,11755.40039,11762.25,11692.65039,11709.4502,11709.4502,0
2020-08-28,11755.59961,11830.7002,11743.25,11791.5,11791.5,0
2020-08-31,11913.54981,11927.2002,11438.75,11496.04981,11496.04981,0
2020-09-01,11570.15039,11651.65039,11477.84961,11586.59961,11586.59961,0
2020-09-02,11598.40039,11681.40039,11554.65039,11660.59961,11660.59961,0
2020-09-03,11694.5,11714.65039,11643.84961,11663.34961,11663.34961,0
2020-09-04,11491.15039,11589.84961,11436.9502,11464.9502,11464.9502,0
2020-09-07,11493.25,11509.9502,11380.4502,11478.40039,11478.40039,7090300
2020-09-08,11502.90039,11556.4502,11407.4502,11434.90039,11434.90039,0
2020-09-09,11338.7002,11418.4502,11299.59961,11397.9502,11397.9502,0
2020-09-10,11481.29981,11577.09961,11453.04981,11562.65039,11562.65039,0
2020-09-11,11562.4502,11609.40039,11538.79981,11589.65039,11589.65039,0
2020-09-14,11665.65039,11690,11512.04981,11566.4502,11566.4502,0
2020-09-15,11613.7002,11666.29981,11580.04981,11652.84961,11652.84961,0
2020-09-16,11673.40039,11743.84961,11653.90039,11732.7002,11732.7002,0
2020-09-17,11671.25,11718.29981,11629.2002,11646.15039,11646.15039,0
2020-09-18,11713.54981,11716.2002,11581.65039,11640.2002,11640.2002,0
2020-09-21,11642,11661.4502,11332.5,11367.25,11367.25,0
2020-09-22,11411.04981,11411.4502,11177.04981,11264.54981,11264.54981,0
2020-09-23,11366.84961,11369.40039,11135.75,11241.59961,11241.59961,0
2020-09-24,11122.54981,11127.65039,10906.7002,10922.25,10922.25,0
2020-09-25,11029.5,11198.09961,10974.90039,11176.29981,11176.29981,0
2020-09-28,11270.54981,11375.4502,11233.54981,11365.25,11365.25,0
2020-09-29,11429.40039,11449.4502,11314.4502,11353.65039,11353.65039,0
2020-09-30,11380.2002,11431.65039,11320,11385.2002,11385.2002,0
2020-10-01,11499.65039,11557.40039,11484.25,11545.90039,11545.90039,0
2020-10-05,11616.59961,11693.29981,11608.54981,11678.15039,11678.15039,0
